image,low_conf_count,min_confidence
test_000_9c6c811c-c5a2-45e2-b954-4acd4f0773b6_flux_1756080920.png,1,0.28520482778549194
test_001_6fb55ade-e80f-490e-87fc-e33016ca6991_flux_1756080714.png,3,0.2591422200202942
test_002_139c2a53-fc0a-4f66-96c9-68fe63bd055c_flux_1756081748.png,3,0.39016956090927124
test_004_5de25c54-5cd2-48b4-b4d5-7e270abc1187_flux_1756082384.png,1,0.43362390995025635
test_006_cd85339f-1049-4517-b067-96621729cbef_flux_1756081364.png,4,0.2543635070323944
test_007_2e2108f7-e924-4dc9-8b50-283afd3ddcbc_flux_1756081089.png,2,0.28818657994270325
test_010_ca3b6565-f39c-42a9-8d44-bf4c401aa09a_flux_1756081979.png,1,0.4088470935821533
test_011_cb7a4ce9-cebe-4f72-a7dd-b9029417a9a4_flux_1756082252.png,2,0.2798880934715271
test_016_6a2b9c57-9826-4f30-8747-8c11e58b1798_flux_1756082112.png,5,0.2661222517490387
test_019_6e68ede0-12fa-4be0-adfc-5f772f23187b_flux_1756081253.png,1,0.47395965456962585
test_023_d4cbb1c4-6947-475b-820b-dfadb097f153_flux_1756081024.png,2,0.3044702708721161
test_027_12d3c3d3-9369-468b-a1d2-ec6a382f58b4_flux_1756081636.png,5,0.3323257267475128
test_028_36abcc37-20e9-4324-a539-963db4b54759_flux_1756080652.png,1,0.34112945199012756
test_030_faba1ee7-36b7-4b1f-9711-547884c049f4_flux_1756081353.png,1,0.37370172142982483
test_031_f2271b59-09bd-4717-9b03-f6572351c9eb_flux_1756082030.png,2,0.3633563220500946
test_033_491b3e4a-2f61-429b-a3ae-68928022b71c_flux_1756081193.png,2,0.2620263695716858
test_036_584d793f-0be6-49e3-a09a-797dd1986bac_flux_1756081897.png,10,0.269857794046402
test_042_ca1dccf8-fb0d-401c-870f-cab7fd37e2ba_flux_1756080785.png,2,0.3893685042858124
test_043_0305fc14-9c1f-4b9e-b08b-33d199bc022f_flux_1756081386.png,1,0.3713393211364746
test_048_04207281-836e-437d-a637-028329a89ae5_flux_1756081815.png,1,0.4855707585811615
test_051_ac6b3b02-3dcf-4be3-bdab-0569cfed1d58_flux_1756081552.png,2,0.2871626615524292
test_053_658c1bad-588f-4a0e-a00c-d99ea31d6e7a_flux_1756081404.png,4,0.3534846007823944
test_056_9a748e5e-3a68-4826-9609-c1de9355c77a_flux_1756081212.png,1,0.4010229706764221
test_059_4d837d05-62cb-4401-a20a-78cbfb773991_flux_1756081556.png,2,0.2738039791584015
test_061_962b7932-2ee6-4392-961c-d3d96d9e12be_flux_1756081845.png,4,0.25920939445495605
test_064_d845ec69-6184-4944-8baf-84b9997a8b30_flux_1756081942.png,1,0.3823271095752716
test_065_ce287d0f-e402-4337-aa01-466e2201ea32_flux_1756082256.png,4,0.29438015818595886
test_067_91a0de29-390d-4f83-9675-b2a9751e8315_flux_1756080601.png,8,0.2539951801300049
test_070_99549230-90fe-4865-b442-62098f61763f_flux_1756081994.png,1,0.48503047227859497
test_072_cec27c49-5c7d-4995-92b5-daf1f188360b_flux_1756082141.png,1,0.29359501600265503
test_073_782adc27-1e09-4d7a-8841-adb5ef0bdc35_flux_1756081111.png,1,0.4489620327949524
test_074_5e0e75eb-fa58-4d8a-bc0d-ca787542b544_flux_1756082300.png,4,0.3155602514743805
test_077_6a2340a7-c953-434d-9cd9-42c6c0c54dd3_flux_1756081075.png,1,0.41303664445877075
test_078_7ed3ad25-c418-45ec-a4ac-b46437ae27a2_flux_1756081931.png,2,0.28826308250427246
test_082_e1080d72-e199-44a1-95fa-fe64b5a8a795_flux_1756082053.png,1,0.42702367901802063
test_083_80e5c53a-09c2-47ee-b688-6f39811f5f36_flux_1756080984.png,2,0.25986191630363464
test_084_cefcab3b-5089-44ba-bead-05081844c61b_flux_1756081600.png,1,0.4423193633556366
test_085_7a29e748-d646-488e-990f-311adea666e3_flux_1756082079.png,2,0.4618365466594696
test_086_9fcf7813-a83a-4e82-8743-3ab943510b89_flux_1756080792.png,2,0.4298992156982422
test_088_563a0328-cbd4-4856-9332-bf410702b389_flux_1756082001.png,1,0.2737352252006531
test_090_bfd203f9-287c-400b-8b78-ccf040ce086d_flux_1756080847.png,1,0.4352996349334717
test_094_d7142dbb-82a8-416b-b421-910b98761fc5_flux_1756080865.png,1,0.34125185012817383
test_096_6682f55a-1378-4e8f-8e33-1d4a0a153ef4_flux_1756081268.png,1,0.2582927346229553
test_099_8703cbf4-1497-4cf4-89b6-7a9d843c4e1a_flux_1756081939.png,4,0.2534085810184479
test_101_4b403896-2b67-40f3-b22f-23af1e04b7fb_flux_1756081522.png,3,0.3010549247264862
test_102_b575760b-2c68-408c-bdce-afe0d4c0e8eb_flux_1756081662.png,2,0.253711998462677
test_105_3567a632-b490-4785-8551-13b78ad085b6_flux_1756082395.png,2,0.25185626745224
test_107_3d474abf-85ed-4172-8e9b-d009c5e611ee_flux_1756082226.png,3,0.34440499544143677
test_109_beb3d857-ebbe-4247-abaa-9f1942051ec4_flux_1756081470.png,1,0.27535155415534973
test_111_694261b7-d45f-40eb-ab31-56e69c0ada4f_flux_1756081695.png,1,0.27611127495765686
test_113_f73bad3d-7d14-4cde-b994-436be64f7b05_flux_1756080590.png,5,0.3343869149684906
test_114_230e07c0-202f-4a34-9e6d-4ce55dd4e7c9_flux_1756081208.png,1,0.274390310049057
test_115_5a41aa9d-0b6b-4e2c-98cc-bfc6e35dc57d_flux_1756080876.png,1,0.40312930941581726
test_116_c28d1b9b-bba6-4f98-b2e9-4a9d4aa165d7_flux_1756082041.png,7,0.31409531831741333
test_117_72f1948d-a90b-4b9f-a217-e07b23a9804b_flux_1756081419.png,3,0.30542120337486267
test_120_130fed4d-480d-4d6c-9e9d-b8b2af0dfeb7_flux_1756081935.png,5,0.269877165555954
